"COUNTRY_AREA_TERRITORY","MMWR_WEEKSTARTDATE","ILI_CASE","ILI_OUTPATIENTS","SARI_CASE","SARI_INPATIENTS","ili_1000","sari_100","MMWR_WEEK"
"Bangladesh",2023-04-30,0,0,0,0,0,0,18
"Bhutan",2023-04-30,134,8692,11,235,1.54,4.68,18
"DPR Korea",2023-04-30,0,0,0,0,0,0,18
"Maldives",2023-04-30,0,0,7,0,0,0,18
"Nepal",2023-04-30,0,0,0,0,0,0,18
"Sri Lanka",2023-04-30,0,0,0,0,0,0,18
"Thailand",2023-04-30,5,59,6,48,8.47,12.5,18
"Timor-Leste",2023-04-30,37,0,10,0,0,0,18
"All Country",2023-04-30,176,8751,34,283,2.01,12.01,18
"Bangladesh",2023-05-07,168,48522,271,23238,0.35,1.17,19
"Bhutan",2023-05-07,171,9152,26,339,1.87,7.67,19
"DPR Korea",2023-05-07,0,0,0,0,0,0,19
"Maldives",2023-05-07,0,0,2,0,0,0,19
"Nepal",2023-05-07,0,0,0,0,0,0,19
"Sri Lanka",2023-05-07,0,0,0,0,0,0,19
"Thailand",2023-05-07,0,0,0,0,0,0,19
"Timor-Leste",2023-05-07,35,0,11,0,0,0,19
"All Country",2023-05-07,374,57674,310,23577,0.65,1.31,19
"Bangladesh",2023-05-14,0,0,0,0,0,0,20
"Bhutan",2023-05-14,192,9221,37,247,2.08,14.98,20
"DPR Korea",2023-05-14,0,0,0,0,0,0,20
"Maldives",2023-05-14,0,0,1,0,0,0,20
"Nepal",2023-05-14,71,0,261,0,0,0,20
"Sri Lanka",2023-05-14,0,0,0,0,0,0,20
"Thailand",2023-05-14,0,0,0,0,0,0,20
"Timor-Leste",2023-05-14,89,0,12,0,0,0,20
"All Country",2023-05-14,352,9221,311,247,3.82,125.91,20
"Bangladesh",2023-05-21,159,50621,208,22127,0.31,0.94,21
"Bhutan",2023-05-21,0,0,0,0,0,0,21
"DPR Korea",2023-05-21,0,0,0,0,0,0,21
"Maldives",2023-05-21,0,0,0,0,0,0,21
"Nepal",2023-05-21,32,0,236,0,0,0,21
"Sri Lanka",2023-05-21,0,0,0,0,0,0,21
"Thailand",2023-05-21,0,0,0,0,0,0,21
"Timor-Leste",2023-05-21,0,0,0,0,0,0,21
"All Country",2023-05-21,191,50621,444,22127,0.38,2.01,21
"Bangladesh",2023-05-28,174,49574,229,22828,0.35,1,22
"Bhutan",2023-05-28,0,0,0,0,0,0,22
"DPR Korea",2023-05-28,0,0,0,0,0,0,22
"Maldives",2023-05-28,0,0,6,0,0,0,22
"Nepal",2023-05-28,0,0,0,0,0,0,22
"Sri Lanka",2023-05-28,0,0,0,0,0,0,22
"Thailand",2023-05-28,0,0,0,0,0,0,22
"Timor-Leste",2023-05-28,57,0,0,0,0,0,22
"All Country",2023-05-28,231,49574,235,22828,0.47,1.03,22
"Bangladesh",2023-06-04,154,48143,214,22821,0.32,0.94,23
"Bhutan",2023-06-04,190,9173,28,377,2.07,7.43,23
"DPR Korea",2023-06-04,0,0,0,0,0,0,23
"Maldives",2023-06-04,0,0,4,0,0,0,23
"Nepal",2023-06-04,0,0,0,0,0,0,23
"Sri Lanka",2023-06-04,0,0,0,0,0,0,23
"Thailand",2023-06-04,0,0,0,0,0,0,23
"Timor-Leste",2023-06-04,0,0,0,0,0,0,23
"All Country",2023-06-04,344,57316,246,23198,0.6,1.06,23
"Bangladesh",2023-06-11,0,0,0,0,0,0,24
"Bhutan",2023-06-11,159,8232,45,382,1.93,11.78,24
"DPR Korea",2023-06-11,0,0,0,0,0,0,24
"Maldives",2023-06-11,0,0,10,0,0,0,24
"Nepal",2023-06-11,0,0,0,0,0,0,24
"Sri Lanka",2023-06-11,0,0,0,0,0,0,24
"Thailand",2023-06-11,1,95,2,80,1.05,2.5,24
"Timor-Leste",2023-06-11,0,0,0,0,0,0,24
"All Country",2023-06-11,160,8327,57,462,1.92,12.34,24
"Bangladesh",2023-06-18,169,48862,225,21070,0.35,1.07,25
"Bhutan",2023-06-18,156,8167,39,330,1.91,11.82,25
"DPR Korea",2023-06-18,0,0,0,0,0,0,25
"Maldives",2023-06-18,0,0,6,0,0,0,25
"Nepal",2023-06-18,0,0,0,0,0,0,25
"Sri Lanka",2023-06-18,0,0,0,0,0,0,25
"Thailand",2023-06-18,0,0,0,0,0,0,25
"Timor-Leste",2023-06-18,53,0,0,0,0,0,25
"All Country",2023-06-18,378,57029,270,21400,0.66,1.26,25
"Bangladesh",2023-06-25,64,45145,86,20145,0.14,0.43,26
"Bhutan",2023-06-25,155,7932,18,333,1.95,5.41,26
"DPR Korea",2023-06-25,0,0,0,0,0,0,26
"Maldives",2023-06-25,0,0,11,0,0,0,26
"Nepal",2023-06-25,53,0,163,0,0,0,26
"Sri Lanka",2023-06-25,0,0,0,0,0,0,26
"Thailand",2023-06-25,10,72,5,95,13.89,5.26,26
"Timor-Leste",2023-06-25,0,0,0,0,0,0,26
"All Country",2023-06-25,282,53149,283,20573,0.53,1.38,26
"Bangladesh",2023-07-02,0,0,0,0,0,0,27
"Bhutan",2023-07-02,0,0,0,0,0,0,27
"DPR Korea",2023-07-02,0,0,0,0,0,0,27
"Maldives",2023-07-02,0,0,8,0,0,0,27
"Nepal",2023-07-02,0,0,0,0,0,0,27
"Sri Lanka",2023-07-02,24787,323388,561,11104,7.66,5.05,27
"Thailand",2023-07-02,0,0,0,0,0,0,27
"Timor-Leste",2023-07-02,0,0,0,0,0,0,27
"All Country",2023-07-02,24787,323388,569,11104,7.66,5.12,27
"Bangladesh",2023-07-09,0,0,0,0,0,0,28
"Bhutan",2023-07-09,0,0,0,0,0,0,28
"DPR Korea",2023-07-09,0,0,0,0,0,0,28
"Maldives",2023-07-09,0,0,11,0,0,0,28
"Nepal",2023-07-09,0,0,0,0,0,0,28
"Sri Lanka",2023-07-09,0,0,0,0,0,0,28
"Thailand",2023-07-09,15,83,9,84,18.07,10.71,28
"Timor-Leste",2023-07-09,0,0,0,0,0,0,28
"All Country",2023-07-09,15,83,20,84,18.07,23.81,28
"Bangladesh",2023-07-16,0,0,0,0,0,0,29
"Bhutan",2023-07-16,0,0,0,0,0,0,29
"DPR Korea",2023-07-16,0,0,0,0,0,0,29
"Maldives",2023-07-16,0,0,13,0,0,0,29
"Nepal",2023-07-16,40,0,246,0,0,0,29
"Sri Lanka",2023-07-16,0,0,0,0,0,0,29
"Thailand",2023-07-16,0,0,0,0,0,0,29
"Timor-Leste",2023-07-16,0,0,0,0,0,0,29
"All Country",2023-07-16,40,0,259,0,0,0,29
"Bangladesh",2023-07-23,147,60754,237,27458,0.24,0.86,30
"Bhutan",2023-07-23,160,8971,21,391,1.78,5.37,30
"DPR Korea",2023-07-23,0,0,0,0,0,0,30
"Maldives",2023-07-23,0,0,11,0,0,0,30
"Nepal",2023-07-23,0,0,0,0,0,0,30
"Sri Lanka",2023-07-23,0,0,0,0,0,0,30
"Thailand",2023-07-23,0,0,0,0,0,0,30
"Timor-Leste",2023-07-23,0,0,0,0,0,0,30
"All Country",2023-07-23,307,69725,269,27849,0.44,0.97,30
"Bangladesh",2023-07-30,0,0,0,0,0,0,31
"Bhutan",2023-07-30,169,8709,34,308,1.94,11.04,31
"DPR Korea",2023-07-30,26,10059,3,3,0.26,100,31
"Maldives",2023-07-30,0,0,5,0,0,0,31
"Nepal",2023-07-30,0,0,0,0,0,0,31
"Sri Lanka",2023-07-30,19316,277810,543,9067,6.95,5.99,31
"Thailand",2023-07-30,9,28,7,47,32.14,14.89,31
"Timor-Leste",2023-07-30,0,0,0,0,0,0,31
"All Country",2023-07-30,19520,296606,592,9425,6.58,6.28,31
"Bangladesh",2023-08-06,0,0,0,0,0,0,32
"Bhutan",2023-08-06,0,0,0,0,0,0,32
"DPR Korea",2023-08-06,0,0,0,0,0,0,32
"Maldives",2023-08-06,0,0,7,0,0,0,32
"Nepal",2023-08-06,0,0,0,0,0,0,32
"Sri Lanka",2023-08-06,0,0,0,0,0,0,32
"Thailand",2023-08-06,0,0,0,0,0,0,32
"Timor-Leste",2023-08-06,0,0,0,0,0,0,32
"All Country",2023-08-06,0,0,7,0,0,0,32
"Bangladesh",2023-08-13,187,56458,235,28611,0.33,0.82,33
"Bhutan",2023-08-13,0,0,0,0,0,0,33
"DPR Korea",2023-08-13,0,0,0,0,0,0,33
"Maldives",2023-08-13,0,0,21,0,0,0,33
"Nepal",2023-08-13,0,0,0,0,0,0,33
"Sri Lanka",2023-08-13,0,0,0,0,0,0,33
"Thailand",2023-08-13,0,0,0,0,0,0,33
"Timor-Leste",2023-08-13,0,0,0,0,0,0,33
"All Country",2023-08-13,187,56458,256,28611,0.33,0.89,33
"Bangladesh",2023-08-20,190,57125,252,26475,0.33,0.95,34
"Bhutan",2023-08-20,0,0,0,0,0,0,34
"DPR Korea",2023-08-20,0,0,0,0,0,0,34
"Maldives",2023-08-20,0,0,13,0,0,0,34
"Nepal",2023-08-20,52,0,297,0,0,0,34
"Sri Lanka",2023-08-20,0,0,0,0,0,0,34
"Thailand",2023-08-20,0,0,0,0,0,0,34
"Timor-Leste",2023-08-20,0,0,0,0,0,0,34
"All Country",2023-08-20,242,57125,562,26475,0.42,2.12,34
"Bangladesh",2023-08-27,0,0,0,0,0,0,35
"Bhutan",2023-08-27,0,0,0,0,0,0,35
"DPR Korea",2023-08-27,0,0,0,0,0,0,35
"Maldives",2023-08-27,0,0,13,0,0,0,35
"Nepal",2023-08-27,63,0,337,0,0,0,35
"Sri Lanka",2023-08-27,0,0,0,0,0,0,35
"Thailand",2023-08-27,0,0,0,0,0,0,35
"Timor-Leste",2023-08-27,0,0,0,0,0,0,35
"All Country",2023-08-27,63,0,350,0,0,0,35
"Bangladesh",2023-09-03,0,0,0,0,0,0,36
"Bhutan",2023-09-03,251,9763,26,354,2.57,7.34,36
"DPR Korea",2023-09-03,52,32691,4,4,0.16,100,36
"Maldives",2023-09-03,0,0,11,0,0,0,36
"Nepal",2023-09-03,0,0,0,0,0,0,36
"Sri Lanka",2023-09-03,16799,266683,258,8694,6.3,2.97,36
"Thailand",2023-09-03,23,81,14,100,28.4,14,36
"Timor-Leste",2023-09-03,0,0,0,0,0,0,36
"All Country",2023-09-03,17125,309218,313,9152,5.54,3.42,36
"Bangladesh",2023-09-10,183,63145,262,30509,0.29,0.86,37
"Bhutan",2023-09-10,0,0,0,0,0,0,37
"DPR Korea",2023-09-10,0,0,0,0,0,0,37
"Maldives",2023-09-10,0,0,21,0,0,0,37
"Nepal",2023-09-10,0,0,0,0,0,0,37
"Sri Lanka",2023-09-10,0,0,0,0,0,0,37
"Thailand",2023-09-10,0,0,0,0,0,0,37
"Timor-Leste",2023-09-10,0,0,0,0,0,0,37
"All Country",2023-09-10,183,63145,283,30509,0.29,0.93,37
"Bangladesh",2023-09-17,187,59357,245,27035,0.32,0.91,38
"Bhutan",2023-09-17,0,0,0,0,0,0,38
"DPR Korea",2023-09-17,0,0,0,0,0,0,38
"Maldives",2023-09-17,0,0,14,0,0,0,38
"Nepal",2023-09-17,76,0,360,0,0,0,38
"Sri Lanka",2023-09-17,0,0,0,0,0,0,38
"Thailand",2023-09-17,0,0,0,0,0,0,38
"Timor-Leste",2023-09-17,0,0,0,0,0,0,38
"All Country",2023-09-17,263,59357,619,27035,0.44,2.29,38
"Bangladesh",2023-09-24,114,54533,167,27170,0.21,0.61,39
"Bhutan",2023-09-24,0,0,0,0,0,0,39
"DPR Korea",2023-09-24,0,0,0,0,0,0,39
"Maldives",2023-09-24,0,0,4,0,0,0,39
"Nepal",2023-09-24,0,0,0,0,0,0,39
"Sri Lanka",2023-09-24,0,0,0,0,0,0,39
"Thailand",2023-09-24,0,0,0,0,0,0,39
"Timor-Leste",2023-09-24,0,0,0,0,0,0,39
"All Country",2023-09-24,114,54533,171,27170,0.21,0.63,39
"Bangladesh",2023-10-01,124,56079,243,25152,0.22,0.97,40
"Bhutan",2023-10-01,0,0,0,0,0,0,40
"DPR Korea",2023-10-01,0,0,0,0,0,0,40
"Maldives",2023-10-01,0,0,13,0,0,0,40
"Nepal",2023-10-01,0,0,0,0,0,0,40
"Sri Lanka",2023-10-01,17538,312092,211,9549,5.62,2.21,40
"Thailand",2023-10-01,0,0,0,0,0,0,40
"Timor-Leste",2023-10-01,0,0,0,0,0,0,40
"All Country",2023-10-01,17662,368171,467,34701,4.8,1.35,40
"Bangladesh",2023-10-08,117,62890,250,28037,0.19,0.89,41
"Bhutan",2023-10-08,0,0,0,0,0,0,41
"DPR Korea",2023-10-08,0,0,0,0,0,0,41
"Maldives",2023-10-08,0,0,2,0,0,0,41
"Nepal",2023-10-08,0,0,0,0,0,0,41
"Sri Lanka",2023-10-08,0,0,0,0,0,0,41
"Thailand",2023-10-08,30,69,21,83,43.48,25.3,41
"Timor-Leste",2023-10-08,8,0,5,0,0,0,41
"All Country",2023-10-08,155,62959,278,28120,0.25,0.99,41
"Bangladesh",2023-10-15,0,0,0,0,0,0,42
"Bhutan",2023-10-15,129,4845,19,193,2.66,9.84,42
"DPR Korea",2023-10-15,0,0,0,0,0,0,42
"Maldives",2023-10-15,0,0,3,0,0,0,42
"Nepal",2023-10-15,0,0,0,0,0,0,42
"Sri Lanka",2023-10-15,0,0,0,0,0,0,42
"Thailand",2023-10-15,0,0,0,0,0,0,42
"Timor-Leste",2023-10-15,0,0,0,0,0,0,42
"All Country",2023-10-15,129,4845,22,193,2.66,11.4,42
"Bangladesh",2023-10-22,0,0,0,0,0,0,43
"Bhutan",2023-10-22,0,0,0,0,0,0,43
"DPR Korea",2023-10-22,0,0,0,0,0,0,43
"Maldives",2023-10-22,0,0,5,0,0,0,43
"Nepal",2023-10-22,0,0,0,0,0,0,43
"Sri Lanka",2023-10-22,0,0,0,0,0,0,43
"Thailand",2023-10-22,0,0,0,0,0,0,43
"Timor-Leste",2023-10-22,0,0,0,0,0,0,43
"All Country",2023-10-22,0,0,5,0,0,0,43
"Bangladesh",2023-10-29,109,56094,230,25928,0.19,0.89,44
"Bhutan",2023-10-29,0,0,0,0,0,0,44
"DPR Korea",2023-10-29,0,0,0,0,0,0,44
"Maldives",2023-10-29,0,0,4,0,0,0,44
"Nepal",2023-10-29,61,0,310,0,0,0,44
"Sri Lanka",2023-10-29,0,0,0,0,0,0,44
"Thailand",2023-10-29,24,79,11,70,30.38,15.71,44
"Timor-Leste",2023-10-29,0,0,0,0,0,0,44
"All Country",2023-10-29,194,56173,555,25998,0.35,2.13,44
"Bangladesh",2023-11-05,0,0,0,0,0,0,45
"Bhutan",2023-11-05,0,0,0,0,0,0,45
"DPR Korea",2023-11-05,0,0,0,0,0,0,45
"Maldives",2023-11-05,0,0,4,0,0,0,45
"Nepal",2023-11-05,30,0,268,0,0,0,45
"Sri Lanka",2023-11-05,0,0,0,0,0,0,45
"Thailand",2023-11-05,26,81,9,79,32.1,11.39,45
"Timor-Leste",2023-11-05,0,0,0,0,0,0,45
"All Country",2023-11-05,56,81,281,79,69.14,355.7,45
"Bangladesh",2023-11-12,0,0,0,0,0,0,46
"Bhutan",2023-11-12,184,8190,28,249,2.25,11.24,46
"DPR Korea",2023-11-12,0,0,0,0,0,0,46
"Maldives",2023-11-12,0,0,1,0,0,0,46
"Nepal",2023-11-12,22,0,218,0,0,0,46
"Sri Lanka",2023-11-12,0,0,0,0,0,0,46
"Thailand",2023-11-12,29,81,17,92,35.8,18.48,46
"Timor-Leste",2023-11-12,0,0,0,0,0,0,46
"All Country",2023-11-12,235,8271,264,341,2.84,77.42,46
"Bangladesh",2023-11-19,0,0,0,0,0,0,47
"Bhutan",2023-11-19,156,6492,28,220,2.4,12.73,47
"DPR Korea",2023-11-19,0,0,0,0,0,0,47
"Maldives",2023-11-19,0,0,7,0,0,0,47
"Nepal",2023-11-19,0,0,0,0,0,0,47
"Sri Lanka",2023-11-19,0,0,0,0,0,0,47
"Thailand",2023-11-19,0,0,0,0,0,0,47
"Timor-Leste",2023-11-19,0,0,0,0,0,0,47
"All Country",2023-11-19,156,6492,35,220,2.4,15.91,47
"Bangladesh",2023-11-26,145,54240,193,22738,0.27,0.85,48
"Bhutan",2023-11-26,143,7554,17,237,1.89,7.17,48
"DPR Korea",2023-11-26,0,0,0,0,0,0,48
"Maldives",2023-11-26,0,0,9,0,0,0,48
"Nepal",2023-11-26,42,0,199,0,0,0,48
"Sri Lanka",2023-11-26,0,0,0,0,0,0,48
"Thailand",2023-11-26,0,0,0,0,0,0,48
"Timor-Leste",2023-11-26,0,0,0,0,0,0,48
"All Country",2023-11-26,330,61794,418,22975,0.53,1.82,48
"Bangladesh",2023-12-03,0,0,0,0,0,0,49
"Bhutan",2023-12-03,150,8336,23,268,1.8,8.58,49
"DPR Korea",2023-12-03,0,0,0,0,0,0,49
"Maldives",2023-12-03,0,0,3,0,0,0,49
"Nepal",2023-12-03,0,0,0,0,0,0,49
"Sri Lanka",2023-12-03,0,0,0,0,0,0,49
"Thailand",2023-12-03,0,0,0,0,0,0,49
"Timor-Leste",2023-12-03,0,0,0,0,0,0,49
"All Country",2023-12-03,150,8336,26,268,1.8,9.7,49
"Bangladesh",2023-12-10,118,46807,176,22637,0.25,0.78,50
"Bhutan",2023-12-10,120,7321,14,204,1.64,6.86,50
"DPR Korea",2023-12-10,0,0,0,0,0,0,50
"Maldives",2023-12-10,0,0,3,0,0,0,50
"Nepal",2023-12-10,0,0,0,0,0,0,50
"Sri Lanka",2023-12-10,0,0,0,0,0,0,50
"Thailand",2023-12-10,23,66,10,76,34.85,13.16,50
"Timor-Leste",2023-12-10,0,0,0,0,0,0,50
"All Country",2023-12-10,261,54194,203,22917,0.48,0.89,50
"Bangladesh",2023-12-17,0,0,0,0,0,0,51
"Bhutan",2023-12-17,0,0,0,0,0,0,51
"DPR Korea",2023-12-17,0,0,0,0,0,0,51
"Maldives",2023-12-17,0,0,12,0,0,0,51
"Nepal",2023-12-17,110,0,306,0,0,0,51
"Sri Lanka",2023-12-17,0,0,0,0,0,0,51
"Thailand",2023-12-17,0,0,0,0,0,0,51
"Timor-Leste",2023-12-17,0,0,0,0,0,0,51
"All Country",2023-12-17,110,0,318,0,0,0,51
"Bangladesh",2023-12-24,168,49308,189,21372,0.34,0.88,52
"Bhutan",2023-12-24,118,6199,10,196,1.9,5.1,52
"DPR Korea",2023-12-24,0,0,0,0,0,0,52
"Maldives",2023-12-24,0,0,4,0,0,0,52
"Nepal",2023-12-24,88,0,331,0,0,0,52
"Sri Lanka",2023-12-24,0,0,0,0,0,0,52
"Thailand",2023-12-24,15,63,11,56,23.81,19.64,52
"Timor-Leste",2023-12-24,0,0,0,0,0,0,52
"All Country",2023-12-24,389,55570,545,21624,0.7,2.52,52
"Bangladesh",2023-12-31,0,0,0,0,0,0,1
"Bhutan",2023-12-31,105,5912,12,218,1.78,5.5,1
"DPR Korea",2023-12-31,130,32327,36,36,0.4,100,1
"Maldives",2023-12-31,0,0,7,0,0,0,1
"Nepal",2023-12-31,0,0,0,0,0,0,1
"Sri Lanka",2023-12-31,4855,72731,79,2250,6.68,3.51,1
"Thailand",2023-12-31,19,86,8,78,22.09,10.26,1
"Timor-Leste",2023-12-31,0,0,0,0,0,0,1
"All Country",2023-12-31,5109,111056,142,2582,4.6,5.5,1
"Bangladesh",2024-01-07,168,48791,215,22198,0.34,0.97,2
"Bhutan",2024-01-07,148,6320,20,170,2.34,11.76,2
"DPR Korea",2024-01-07,0,0,0,0,0,0,2
"Maldives",2024-01-07,0,0,16,0,0,0,2
"Nepal",2024-01-07,65,0,309,0,0,0,2
"Sri Lanka",2024-01-07,3805,65472,59,2277,5.81,2.59,2
"Thailand",2024-01-07,0,0,0,0,0,0,2
"Timor-Leste",2024-01-07,0,0,0,0,0,0,2
"All Country",2024-01-07,4186,120583,619,24645,3.47,2.51,2
"Bangladesh",2024-01-14,0,0,0,0,0,0,3
"Bhutan",2024-01-14,0,0,0,0,0,0,3
"DPR Korea",2024-01-14,0,0,0,0,0,0,3
"Maldives",2024-01-14,0,0,13,0,0,0,3
"Nepal",2024-01-14,0,0,0,0,0,0,3
"Sri Lanka",2024-01-14,0,0,0,0,0,0,3
"Thailand",2024-01-14,24,103,5,83,23.3,6.02,3
"Timor-Leste",2024-01-14,0,0,0,0,0,0,3
"All Country",2024-01-14,24,103,18,83,23.3,21.69,3
"Bangladesh",2024-01-21,0,0,0,0,0,0,4
"Bhutan",2024-01-21,0,0,0,0,0,0,4
"DPR Korea",2024-01-21,0,0,0,0,0,0,4
"Maldives",2024-01-21,0,0,7,0,0,0,4
"Nepal",2024-01-21,71,0,381,0,0,0,4
"Sri Lanka",2024-01-21,0,0,0,0,0,0,4
"Thailand",2024-01-21,0,0,0,0,0,0,4
"Timor-Leste",2024-01-21,157,234,96,32,67.09,300,4
"All Country",2024-01-21,228,234,484,32,97.44,1512.5,4
"Bangladesh",2024-01-28,194,56104,248,25476,0.35,0.97,5
"Bhutan",2024-01-28,127,7087,14,211,1.79,6.64,5
"DPR Korea",2024-01-28,0,0,0,0,0,0,5
"Maldives",2024-01-28,0,0,18,0,0,0,5
"Nepal",2024-01-28,0,0,0,0,0,0,5
"Sri Lanka",2024-01-28,0,0,0,0,0,0,5
"Thailand",2024-01-28,0,0,0,0,0,0,5
"Timor-Leste",2024-01-28,0,0,0,0,0,0,5
"All Country",2024-01-28,321,63191,280,25687,0.51,1.09,5
"Bangladesh",2024-02-04,0,0,0,0,0,0,6
"Bhutan",2024-02-04,0,0,0,0,0,0,6
"DPR Korea",2024-02-04,0,0,0,0,0,0,6
"Maldives",2024-02-04,0,0,14,0,0,0,6
"Nepal",2024-02-04,0,0,0,0,0,0,6
"Sri Lanka",2024-02-04,0,0,0,0,0,0,6
"Thailand",2024-02-04,0,0,0,0,0,0,6
"Timor-Leste",2024-02-04,175,1672,11,27,10.47,40.74,6
"All Country",2024-02-04,175,1672,25,27,10.47,92.59,6
"Bangladesh",2024-02-11,198,62807,244,32066,0.32,0.76,7
"Bhutan",2024-02-11,99,6998,17,240,1.41,7.08,7
"DPR Korea",2024-02-11,0,0,0,0,0,0,7
"Maldives",2024-02-11,0,0,8,0,0,0,7
"Nepal",2024-02-11,0,0,0,0,0,0,7
"Sri Lanka",2024-02-11,0,0,0,0,0,0,7
"Thailand",2024-02-11,18,96,5,117,18.75,4.27,7
"Timor-Leste",2024-02-11,155,968,1,23,16.01,4.35,7
"All Country",2024-02-11,470,70869,275,32446,0.66,0.85,7
"Bangladesh",2024-02-18,152,65823,202,33072,0.23,0.61,8
"Bhutan",2024-02-18,59,4957,23,170,1.19,13.53,8
"DPR Korea",2024-02-18,0,0,0,0,0,0,8
"Maldives",2024-02-18,0,0,5,0,0,0,8
"Nepal",2024-02-18,0,0,0,0,0,0,8
"Sri Lanka",2024-02-18,3975,68776,55,2079,5.78,2.65,8
"Thailand",2024-02-18,19,96,15,102,19.79,14.71,8
"Timor-Leste",2024-02-18,0,0,0,0,0,0,8
"All Country",2024-02-18,4205,139652,300,35423,3.01,0.85,8
"Bangladesh",2024-02-25,229,70544,270,34019,0.32,0.79,9
"Bhutan",2024-02-25,116,8718,23,234,1.33,9.83,9
"DPR Korea",2024-02-25,0,0,0,0,0,0,9
"Maldives",2024-02-25,0,0,10,0,0,0,9
"Nepal",2024-02-25,112,0,397,0,0,0,9
"Sri Lanka",2024-02-25,4611,71390,64,2096,6.46,3.05,9
"Thailand",2024-02-25,0,0,0,0,0,0,9
"Timor-Leste",2024-02-25,79,1974,25,62,4,40.32,9
"All Country",2024-02-25,5147,152626,789,36411,3.37,2.17,9
"Bangladesh",2024-03-03,0,0,0,0,0,0,10
"Bhutan",2024-03-03,129,8194,13,249,1.57,5.22,10
"DPR Korea",2024-03-03,0,0,0,0,0,0,10
"Maldives",2024-03-03,0,0,10,0,0,0,10
"Nepal",2024-03-03,99,0,398,0,0,0,10
"Sri Lanka",2024-03-03,4196,72109,51,2199,5.82,2.32,10
"Thailand",2024-03-03,0,0,0,0,0,0,10
"Timor-Leste",2024-03-03,0,0,0,0,0,0,10
"All Country",2024-03-03,4424,80303,472,2448,5.51,19.28,10
"Bangladesh",2024-03-10,189,75837,263,35692,0.25,0.74,11
"Bhutan",2024-03-10,167,8730,17,11332,1.91,0.15,11
"DPR Korea",2024-03-10,0,0,0,0,0,0,11
"Maldives",2024-03-10,0,0,9,0,0,0,11
"Nepal",2024-03-10,0,0,0,0,0,0,11
"Sri Lanka",2024-03-10,0,0,0,0,0,0,11
"Thailand",2024-03-10,0,0,0,0,0,0,11
"Timor-Leste",2024-03-10,0,0,0,0,0,0,11
"All Country",2024-03-10,356,84567,289,47024,0.42,0.61,11
"Bangladesh",2024-03-17,0,0,0,0,0,0,12
"Bhutan",2024-03-17,160,7326,26,229,2.18,11.35,12
"DPR Korea",2024-03-17,0,0,0,0,0,0,12
"Maldives",2024-03-17,0,0,10,0,0,0,12
"Nepal",2024-03-17,0,0,0,0,0,0,12
"Sri Lanka",2024-03-17,0,0,0,0,0,0,12
"Thailand",2024-03-17,0,0,0,0,0,0,12
"Timor-Leste",2024-03-17,7,217,3,30,3.23,10,12
"All Country",2024-03-17,167,7543,39,259,2.21,15.06,12
"Bangladesh",2024-03-24,0,0,0,0,0,0,13
"Bhutan",2024-03-24,0,0,0,0,0,0,13
"DPR Korea",2024-03-24,0,0,0,0,0,0,13
"Maldives",2024-03-24,0,0,3,0,0,0,13
"Nepal",2024-03-24,0,0,0,0,0,0,13
"Sri Lanka",2024-03-24,3793,64470,60,2074,5.88,2.89,13
"Thailand",2024-03-24,15,81,7,98,18.52,7.14,13
"Timor-Leste",2024-03-24,0,0,0,0,0,0,13
"All Country",2024-03-24,3808,64551,70,2172,5.9,3.22,13
"Bangladesh",2024-03-31,0,0,0,0,0,0,14
"Bhutan",2024-03-31,0,0,0,0,0,0,14
"DPR Korea",2024-03-31,0,0,0,0,0,0,14
"Maldives",2024-03-31,0,0,5,0,0,0,14
"Nepal",2024-03-31,72,0,397,0,0,0,14
"Sri Lanka",2024-03-31,4549,64934,47,1962,7.01,2.4,14
"Thailand",2024-03-31,9,77,6,113,11.69,5.31,14
"Timor-Leste",2024-03-31,0,0,0,0,0,0,14
"All Country",2024-03-31,4630,65011,455,2075,7.12,21.93,14
"Bangladesh",2024-04-07,68,50417,83,27832,0.13,0.3,15
"Bhutan",2024-04-07,240,9563,24,241,2.51,9.96,15
"DPR Korea",2024-04-07,0,0,0,0,0,0,15
"Maldives",2024-04-07,0,0,4,0,0,0,15
"Nepal",2024-04-07,39,0,367,0,0,0,15
"Sri Lanka",2024-04-07,0,0,0,0,0,0,15
"Thailand",2024-04-07,9,61,6,59,14.75,10.17,15
"Timor-Leste",2024-04-07,0,0,0,0,0,0,15
"All Country",2024-04-07,356,60041,484,28132,0.59,1.72,15
"Bangladesh",2024-04-14,231,81796,312,37490,0.28,0.83,16
"Bhutan",2024-04-14,0,0,0,0,0,0,16
"DPR Korea",2024-04-14,0,0,0,0,0,0,16
"Maldives",2024-04-14,0,0,19,0,0,0,16
"Nepal",2024-04-14,50,0,344,0,0,0,16
"Sri Lanka",2024-04-14,0,0,0,0,0,0,16
"Thailand",2024-04-14,0,0,0,0,0,0,16
"Timor-Leste",2024-04-14,0,0,0,0,0,0,16
"All Country",2024-04-14,281,81796,675,37490,0.34,1.8,16
"Bangladesh",2024-04-21,0,0,0,0,0,0,17
"Bhutan",2024-04-21,0,0,0,0,0,0,17
"DPR Korea",2024-04-21,0,0,0,0,0,0,17
"Maldives",2024-04-21,0,0,4,0,0,0,17
"Nepal",2024-04-21,33,0,376,0,0,0,17
"Sri Lanka",2024-04-21,0,0,0,0,0,0,17
"Thailand",2024-04-21,13,86,8,117,15.12,6.84,17
"Timor-Leste",2024-04-21,0,0,0,0,0,0,17
